#stno,yyyymmdd,TX01,WD01,WD02,SS02,GR01
467410.0,20051004.0,29.4,2.7,360.0,62.0,14.87
467410.0,20051005.0,29.3,2.2,50.0,73.2,18.0
467410.0,20051006.0,29.6,1.7,250.0,69.9,16.73
467410.0,20051007.0,28.8,1.6,170.0,45.3,13.77
467410.0,20051008.0,28.6,2.6,10.0,13.7,12.14
467410.0,20051009.0,27.7,2.9,360.0,17.1,13.42
467410.0,20051010.0,27.8,2.8,10.0,74.7,17.3
467410.0,20051011.0,28.8,2.6,360.0,56.8,14.82
467410.0,20051012.0,27.6,2.8,10.0,34.5,14.21
467410.0,20051013.0,28.5,2.5,360.0,70.0,16.47
467410.0,20051014.0,27.5,3.6,360.0,58.8,15.31
467410.0,20051015.0,26.5,4.2,10.0,78.0,17.28
467410.0,20051016.0,25.8,3.4,360.0,24.3,11.94
467410.0,20051017.0,25.9,2.8,10.0,63.5,15.58
467410.0,20051018.0,26.1,2.2,360.0,45.3,12.88
467410.0,20051019.0,26.4,2.2,10.0,26.2,8.64
467410.0,20051020.0,26.0,2.5,360.0,85.0,14.73
467410.0,20051021.0,26.5,2.7,360.0,73.6,13.71
467410.0,20051022.0,24.9,3.3,360.0,38.6,11.24
467410.0,20051023.0,23.4,3.8,10.0,66.9,14.07
467410.0,20051024.0,23.8,3.4,10.0,67.9,13.69
467410.0,20051025.0,25.3,2.1,20.0,83.9,14.46
467410.0,20051026.0,25.7,3.4,10.0,79.6,14.42
467410.0,20051027.0,26.0,2.6,10.0,30.1,13.38
467410.0,20051028.0,26.5,2.4,10.0,55.0,12.36
467410.0,20051029.0,25.9,3.6,360.0,33.8,13.17
467410.0,20051030.0,22.5,4.5,10.0,0.0,6.2
467410.0,20051031.0,22.5,2.4,10.0,0.0,7.16
467410.0,20051101.0,24.5,2.2,10.0,73.3,14.14
467410.0,20051102.0,25.9,2.0,300.0,77.0,14.38
467410.0,20051103.0,25.8,1.8,20.0,26.9,9.47
467410.0,20051104.0,26.1,1.6,290.0,47.6,10.18
467410.0,20051105.0,26.1,1.8,10.0,75.8,13.33
467410.0,20051106.0,27.1,2.0,20.0,83.8,14.14
467410.0,20051107.0,27.5,2.5,40.0,66.8,12.47
467410.0,20051108.0,26.8,3.0,20.0,32.5,12.84
467410.0,20051109.0,27.3,2.1,360.0,77.8,13.1
467410.0,20051110.0,27.1,1.6,250.0,58.9,11.02
467410.0,20051111.0,27.3,2.5,20.0,82.6,13.69
467410.0,20051112.0,27.1,2.6,10.0,16.4,7.98
467410.0,20051113.0,27.2,2.5,20.0,18.2,7.85
467410.0,20051114.0,26.8,3.0,10.0,54.7,10.38
467410.0,20051115.0,24.7,4.0,10.0,62.1,11.65
467410.0,20051116.0,23.1,3.8,10.0,58.5,11.47
467410.0,20051117.0,22.8,2.7,10.0,57.6,11.48
467410.0,20051118.0,22.3,2.8,20.0,44.9,9.58
467410.0,20051119.0,21.5,3.5,10.0,30.3,10.0
467410.0,20051120.0,20.2,3.2,20.0,0.0,3.88
467410.0,20051121.0,19.3,3.0,10.0,1.8,5.84
467410.0,20051122.0,20.9,2.9,360.0,10.1,7.54
467410.0,20051123.0,22.4,4.0,10.0,83.9,13.21
467410.0,20051124.0,21.9,3.5,10.0,57.2,11.46
467410.0,20051125.0,22.2,2.9,10.0,80.4,11.91
467410.0,20051126.0,22.5,3.4,20.0,80.4,11.85
467410.0,20051127.0,23.2,2.5,20.0,80.5,11.88
467410.0,20051128.0,24.8,4.5,10.0,84.3,12.63
467410.0,20051129.0,22.2,4.3,10.0,84.4,11.58
467410.0,20051130.0,20.9,3.1,10.0,64.0,10.51
467410.0,20051201.0,23.2,3.1,10.0,77.1,11.25
467410.0,20051202.0,22.6,3.7,10.0,81.8,11.49
467410.0,20051203.0,22.8,3.7,10.0,67.0,11.25
467410.0,20051204.0,20.0,6.2,10.0,59.6,11.1
467410.0,20051205.0,16.3,4.6,10.0,19.6,6.31
467410.0,20051206.0,14.7,4.4,10.0,0.0,4.49
467410.0,20051207.0,17.2,3.5,10.0,14.1,5.3
467410.0,20051208.0,18.3,3.8,360.0,24.3,6.65
467410.0,20051209.0,20.2,3.3,10.0,82.2,11.41
467410.0,20051210.0,21.2,3.4,20.0,67.3,10.37
467410.0,20051211.0,21.1,5.5,10.0,36.5,8.88
467410.0,20051212.0,16.9,5.2,10.0,0.0,2.58
467410.0,20051213.0,16.5,4.2,360.0,0.9,6.17
467410.0,20051214.0,15.0,5.2,10.0,0.0,2.7
467410.0,20051215.0,14.6,5.7,10.0,21.5,7.27
467410.0,20051216.0,15.7,3.0,360.0,74.0,9.59
467410.0,20051217.0,14.9,5.0,10.0,61.8,9.77
467410.0,20051218.0,14.8,3.2,10.0,65.6,10.78
467410.0,20051219.0,17.3,2.4,330.0,68.4,9.62
467410.0,20051220.0,19.0,3.7,360.0,56.2,10.28
467410.0,20051221.0,16.6,7.2,10.0,0.0,4.99
467410.0,20051222.0,12.8,6.3,10.0,82.4,11.06
467410.0,20051223.0,14.3,1.8,10.0,85.2,11.07
467410.0,20051224.0,17.0,2.0,20.0,87.1,11.3
467410.0,20051225.0,19.0,2.8,10.0,47.7,8.54
467410.0,20051226.0,18.6,3.7,10.0,79.6,10.76
467410.0,20051227.0,18.5,3.1,10.0,50.5,9.49
467410.0,20051228.0,18.0,2.7,10.0,0.0,1.98
467410.0,20051229.0,18.1,4.1,10.0,0.0,0.35
467410.0,20051230.0,19.2,3.1,10.0,0.0,2.13
467410.0,20051231.0,19.8,4.5,10.0,54.2,9.73
467410.0,20060101.0,20.1,3.9,20.0,85.9,12.16
467410.0,20060102.0,18.7,3.8,10.0,64.4,10.69
467410.0,20060103.0,19.0,2.5,10.0,82.1,11.47
467410.0,20060104.0,19.8,2.5,20.0,39.2,9.04
467410.0,20060105.0,18.2,5.1,10.0,73.6,11.86
467410.0,20060106.0,13.2,6.0,10.0,0.0,3.81
467410.0,20060107.0,11.4,5.1,10.0,2.8,5.19
467410.0,20060108.0,14.1,2.8,10.0,23.2,5.92
467410.0,20060109.0,16.9,4.2,10.0,64.1,12.02
467410.0,20060110.0,18.0,2.9,10.0,48.3,10.24
467410.0,20060111.0,18.0,2.8,10.0,17.6,8.12
467410.0,20060112.0,20.6,2.7,10.0,37.1,9.35
467410.0,20060113.0,19.6,2.7,10.0,59.3,10.5
467410.0,20060114.0,20.8,2.3,20.0,84.2,12.36
467410.0,20060115.0,21.2,3.5,10.0,82.2,12.47
467410.0,20060116.0,21.3,2.9,360.0,40.6,7.03
467410.0,20060117.0,20.7,2.9,10.0,45.2,10.46
467410.0,20060118.0,20.6,2.5,20.0,62.6,10.61
467410.0,20060119.0,20.9,2.3,20.0,41.4,8.95
467410.0,20060120.0,19.7,4.2,360.0,57.0,10.58
467410.0,20060121.0,17.7,4.6,10.0,16.5,6.17
467410.0,20060122.0,14.9,4.5,10.0,0.0,2.14
467410.0,20060123.0,15.8,4.7,10.0,23.8,8.65
467410.0,20060124.0,17.8,3.8,10.0,71.6,13.27
467410.0,20060125.0,17.8,5.2,10.0,45.7,11.67
467410.0,20060126.0,17.3,5.4,10.0,53.8,12.45
467410.0,20060127.0,17.0,4.0,10.0,2.7,5.54
467410.0,20060128.0,18.0,4.1,10.0,0.9,6.55
467410.0,20060129.0,19.7,4.2,10.0,22.7,9.75
467410.0,20060130.0,19.4,3.7,10.0,58.9,12.27
467410.0,20060131.0,19.3,3.9,360.0,63.4,13.78
467410.0,20060201.0,19.4,4.0,10.0,76.9,14.23
467410.0,20060202.0,19.1,3.0,10.0,79.4,14.31
467410.0,20060203.0,17.8,4.0,10.0,53.2,11.5
467410.0,20060204.0,16.3,4.7,60.0,60.3,13.31
467410.0,20060205.0,16.4,3.3,70.0,83.6,14.78
467410.0,20060206.0,18.8,3.4,60.0,87.0,15.21
467410.0,20060207.0,18.7,4.2,60.0,76.1,14.52
467410.0,20060208.0,17.9,3.5,40.0,79.6,13.95
467410.0,20060209.0,16.4,3.1,50.0,62.0,12.88
467410.0,20060210.0,16.7,3.3,70.0,80.2,14.04
467410.0,20060211.0,18.8,3.6,50.0,76.5,14.31
467410.0,20060212.0,19.3,3.6,10.0,19.5,9.63
467410.0,20060213.0,20.4,2.9,10.0,35.5,11.74
467410.0,20060214.0,22.5,2.0,50.0,7.1,8.1
467410.0,20060215.0,25.3,3.0,200.0,28.3,9.65
467410.0,20060216.0,24.5,3.2,40.0,67.9,15.25
467410.0,20060217.0,18.0,4.8,60.0,28.2,11.16
467410.0,20060218.0,17.9,4.0,50.0,0.0,5.71
467410.0,20060219.0,19.0,5.3,50.0,21.9,10.6
467410.0,20060220.0,19.3,4.2,40.0,72.7,15.57
467410.0,20060221.0,20.2,3.5,40.0,57.7,13.64
467410.0,20060222.0,22.5,3.9,30.0,73.3,15.27
467410.0,20060223.0,19.9,4.8,30.0,28.7,12.4
467410.0,20060224.0,19.9,4.6,20.0,33.0,12.61
467410.0,20060225.0,20.5,3.2,20.0,11.4,12.27
467410.0,20060226.0,21.1,4.9,30.0,77.1,16.64
467410.0,20060227.0,19.2,4.1,30.0,25.9,10.0
467410.0,20060228.0,18.2,4.7,30.0,18.1,10.08
467410.0,20060301.0,12.9,6.8,20.0,0.0,2.61
467410.0,20060302.0,13.8,2.7,30.0,5.2,4.75
467410.0,20060303.0,17.0,3.5,30.0,42.0,12.45
467410.0,20060304.0,19.4,2.7,30.0,61.7,15.67
467410.0,20060305.0,20.8,2.4,30.0,68.4,15.07
467410.0,20060306.0,22.7,2.3,30.0,77.6,15.39
467410.0,20060307.0,22.4,2.9,40.0,15.3,8.98
467410.0,20060308.0,22.4,3.3,40.0,60.3,14.54
467410.0,20060309.0,23.2,3.8,20.0,84.8,16.95
467410.0,20060310.0,23.6,2.8,30.0,81.3,17.43
467410.0,20060311.0,23.7,1.9,40.0,83.7,17.45
467410.0,20060312.0,22.1,4.1,20.0,82.7,16.17
467410.0,20060313.0,14.1,5.2,20.0,0.0,2.19
467410.0,20060314.0,16.4,4.2,30.0,31.9,12.97
467410.0,20060315.0,20.3,2.6,40.0,75.5,16.06
467410.0,20060316.0,23.7,2.9,340.0,85.4,18.01
467410.0,20060317.0,24.6,2.0,20.0,86.1,19.13
467410.0,20060318.0,26.1,2.4,300.0,74.2,18.15
467410.0,20060319.0,24.5,3.3,30.0,59.9,14.9
467410.0,20060320.0,21.3,2.0,50.0,0.0,1.91
467410.0,20060321.0,23.5,2.0,40.0,12.4,6.53
467410.0,20060322.0,24.2,2.8,320.0,46.3,11.92
467410.0,20060323.0,22.8,3.5,20.0,17.3,6.54
467410.0,20060324.0,19.2,3.8,30.0,1.6,2.57
467410.0,20060325.0,21.6,3.5,30.0,53.5,14.96
467410.0,20060326.0,20.7,3.7,30.0,2.5,1.23
467410.0,20060327.0,20.5,2.6,20.0,4.9,3.3
467410.0,20060328.0,21.6,3.9,20.0,53.2,15.98
467410.0,20060329.0,21.5,2.8,30.0,65.3,16.86
467410.0,20060330.0,22.7,2.2,50.0,79.1,18.67
467410.0,20060331.0,23.5,2.4,330.0,41.5,13.63
467410.0,20060401.0,26.1,3.0,200.0,23.6,11.57
467410.0,20060402.0,27.0,2.3,350.0,67.3,18.45
467410.0,20060403.0,27.2,1.8,330.0,63.1,18.02
467410.0,20060404.0,27.6,3.8,190.0,83.2,20.1
467410.0,20060405.0,27.2,2.6,270.0,79.8,20.61
467410.0,20060406.0,26.1,3.0,20.0,53.1,16.63
467410.0,20060407.0,25.0,3.5,20.0,69.9,17.5
467410.0,20060408.0,25.6,2.0,310.0,31.3,11.42
467410.0,20060409.0,27.2,4.3,180.0,18.4,12.02
467410.0,20060410.0,27.3,4.0,180.0,2.4,6.52
467410.0,20060411.0,28.1,2.7,240.0,67.5,18.71
467410.0,20060412.0,28.4,2.9,180.0,90.0,20.91
467410.0,20060413.0,25.6,2.6,200.0,2.4,3.57
467410.0,20060414.0,22.6,3.1,10.0,0.0,4.34
467410.0,20060415.0,20.6,3.8,10.0,0.0,3.58
467410.0,20060416.0,18.1,2.7,10.0,0.0,0.05
467410.0,20060417.0,22.2,1.5,350.0,3.2,8.3
467410.0,20060418.0,24.6,2.7,40.0,26.8,15.07
467410.0,20060419.0,26.3,2.8,360.0,88.9,21.1
467410.0,20060420.0,26.2,3.1,20.0,73.9,20.17
467410.0,20060421.0,26.0,2.2,30.0,72.9,19.15
467410.0,20060422.0,27.9,2.3,270.0,75.2,19.98
467410.0,20060423.0,27.6,2.2,260.0,59.4,17.44
467410.0,20060424.0,26.1,1.6,360.0,0.0,3.12
467410.0,20060425.0,26.9,1.9,320.0,63.1,17.84
467410.0,20060426.0,27.6,2.0,290.0,32.7,15.67
467410.0,20060427.0,27.4,2.0,270.0,17.9,12.08
467410.0,20060428.0,24.1,1.7,30.0,0.0,1.88
467410.0,20060429.0,24.2,2.1,30.0,0.0,2.45
467410.0,20060430.0,26.7,2.4,210.0,0.0,11.19
467410.0,20060501.0,28.3,2.4,270.0,75.7,21.49
467410.0,20060502.0,27.8,2.3,180.0,24.7,11.96
467410.0,20060503.0,27.0,1.9,350.0,2.3,7.43
467410.0,20060504.0,26.6,1.2,340.0,0.0,2.36
467410.0,20060505.0,27.5,1.8,200.0,39.9,16.05
467410.0,20060506.0,28.7,2.7,160.0,52.1,17.04
467410.0,20060507.0,29.3,2.0,320.0,61.3,18.68
467410.0,20060508.0,28.8,2.0,270.0,60.4,16.35
467410.0,20060509.0,29.3,1.6,300.0,86.3,20.84
467410.0,20060510.0,29.4,2.2,300.0,91.5,21.83
467410.0,20060511.0,29.0,4.0,20.0,40.4,15.47
467410.0,20060512.0,28.4,3.1,40.0,82.9,21.75
467410.0,20060513.0,27.9,4.0,20.0,55.5,17.71
467410.0,20060514.0,25.4,5.0,20.0,45.5,19.27
467410.0,20060515.0,25.7,3.6,20.0,4.5,9.69
467410.0,20060516.0,26.4,3.9,30.0,10.6,10.97
467410.0,20060517.0,27.9,5.6,170.0,37.1,13.4
467410.0,20060518.0,26.8,7.0,200.0,5.3,7.91
467410.0,20060519.0,27.4,2.0,320.0,84.5,22.73
467410.0,20060520.0,27.8,2.4,360.0,73.9,20.79
467410.0,20060521.0,28.6,1.6,360.0,20.3,12.21
467410.0,20060522.0,29.1,2.4,200.0,40.6,16.33
467410.0,20060523.0,28.7,2.1,250.0,45.1,17.58
467410.0,20060524.0,28.7,2.4,10.0,55.7,18.61
467410.0,20060525.0,28.8,2.3,20.0,67.5,18.81
467410.0,20060526.0,29.1,2.2,190.0,92.2,23.01
467410.0,20060527.0,28.7,2.5,190.0,41.9,16.11
467410.0,20060528.0,28.2,2.3,190.0,10.5,11.03
467410.0,20060529.0,23.8,2.7,20.0,0.0,2.31
467410.0,20060530.0,25.2,2.2,20.0,3.7,5.75
467410.0,20060531.0,27.9,2.9,140.0,37.3,18.38
467410.0,20060601.0,28.1,2.4,170.0,30.6,15.23
467410.0,20060602.0,26.8,1.9,140.0,1.5,5.66
467410.0,20060603.0,25.7,2.3,130.0,0.7,4.96
467410.0,20060604.0,27.9,2.5,130.0,17.1,13.53
467410.0,20060605.0,28.4,2.3,130.0,35.0,14.4
467410.0,20060606.0,28.6,2.8,210.0,13.4,12.63
467410.0,20060607.0,28.9,3.5,220.0,0.0,7.76
467410.0,20060608.0,28.9,4.5,220.0,3.0,11.41
467410.0,20060609.0,27.0,5.0,230.0,0.0,0.0
467410.0,20060610.0,24.4,2.8,170.0,0.0,0.0
467410.0,20060611.0,24.6,3.0,170.0,0.0,4.32
467410.0,20060612.0,25.9,2.5,130.0,0.0,0.93
467410.0,20060613.0,27.6,2.9,140.0,0.0,7.73
467410.0,20060614.0,28.6,2.2,250.0,43.7,19.14
467410.0,20060615.0,28.9,2.3,200.0,55.6,18.11
467410.0,20060616.0,29.2,2.7,190.0,70.4,19.13
467410.0,20060617.0,29.6,2.5,270.0,90.2,21.59
467410.0,20060618.0,30.0,1.9,190.0,69.6,20.62
467410.0,20060619.0,27.9,1.6,140.0,14.1,5.86
467410.0,20060620.0,28.7,2.5,330.0,57.8,17.69
467410.0,20060621.0,29.4,1.7,250.0,57.0,18.0
467410.0,20060622.0,29.9,2.4,140.0,74.0,19.63
467410.0,20060623.0,29.8,2.6,180.0,85.2,21.2
467410.0,20060624.0,30.1,2.7,190.0,70.4,21.25
467410.0,20060625.0,30.5,3.0,220.0,91.8,21.87
467410.0,20060626.0,30.7,2.7,20.0,88.9,21.12
467410.0,20060627.0,30.6,3.2,10.0,79.3,21.49
467410.0,20060628.0,30.8,2.9,190.0,63.0,16.07
467410.0,20060629.0,31.1,2.9,20.0,69.7,19.46
467410.0,20060630.0,31.0,2.7,20.0,64.5,17.77
467410.0,20060701.0,30.8,2.5,330.0,71.2,17.85
467410.0,20060702.0,30.6,2.7,180.0,63.1,16.35
467410.0,20060703.0,30.8,3.4,180.0,90.6,22.07
467410.0,20060704.0,30.8,2.6,260.0,86.9,21.91
467410.0,20060705.0,31.0,2.5,270.0,84.7,21.58
467410.0,20060706.0,31.0,2.5,280.0,72.1,20.27
467410.0,20060707.0,30.5,2.4,290.0,54.3,16.49
467410.0,20060708.0,28.3,2.2,80.0,5.2,4.35
467410.0,20060709.0,29.0,3.6,280.0,0.0,2.62
467410.0,20060710.0,29.7,2.7,130.0,17.1,12.06
467410.0,20060711.0,30.3,2.2,360.0,49.9,15.6
467410.0,20060712.0,29.9,5.7,360.0,12.7,7.39
467410.0,20060713.0,27.7,9.1,350.0,1.5,3.14
467410.0,20060714.0,26.1,5.9,180.0,0.0,0.0
467410.0,20060715.0,27.0,7.1,170.0,0.0,2.75
467410.0,20060716.0,25.7,5.3,150.0,0.7,2.18
467410.0,20060717.0,28.3,3.8,150.0,20.2,13.39
467410.0,20060718.0,28.6,2.6,160.0,69.0,20.15
467410.0,20060719.0,29.2,2.2,90.0,80.3,20.14
467410.0,20060720.0,29.7,2.4,200.0,69.1,19.47
467410.0,20060721.0,30.4,2.4,260.0,81.9,21.19
467410.0,20060722.0,30.5,2.5,190.0,78.3,21.2
467410.0,20060723.0,30.8,2.2,290.0,67.0,19.85
467410.0,20060724.0,30.2,4.4,350.0,15.8,10.78
467410.0,20060725.0,27.0,7.7,210.0,0.0,0.77
467410.0,20060726.0,26.3,5.4,150.0,0.0,2.9
467410.0,20060727.0,27.7,5.2,170.0,19.8,13.83
467410.0,20060728.0,29.1,2.6,310.0,64.4,20.91
467410.0,20060729.0,29.4,2.1,310.0,58.4,16.98
467410.0,20060730.0,29.4,1.9,290.0,35.7,14.76
467410.0,20060731.0,30.0,1.8,310.0,84.4,21.82
467410.0,20060801.0,30.0,2.3,340.0,58.6,18.03
467410.0,20060802.0,29.8,3.0,20.0,61.0,18.47
467410.0,20060803.0,27.8,2.5,50.0,28.2,12.95
467410.0,20060804.0,27.1,2.0,20.0,20.6,11.81
467410.0,20060805.0,28.3,2.0,100.0,62.0,17.76
467410.0,20060806.0,29.2,2.1,310.0,76.6,20.11
467410.0,20060807.0,29.5,3.2,330.0,66.0,17.15
467410.0,20060808.0,29.5,2.5,340.0,36.9,13.29
467410.0,20060809.0,28.3,2.9,10.0,0.8,8.85
467410.0,20060810.0,29.1,2.3,220.0,17.0,11.45
467410.0,20060811.0,30.2,3.6,350.0,65.6,17.42
467410.0,20060812.0,30.3,2.0,30.0,73.7,19.73
467410.0,20060813.0,30.2,2.3,310.0,72.0,20.23
467410.0,20060814.0,30.1,2.3,310.0,52.7,16.36
467410.0,20060815.0,30.2,1.9,310.0,80.7,20.28
467410.0,20060816.0,30.5,2.3,280.0,84.0,21.03
467410.0,20060817.0,29.7,2.1,280.0,54.5,16.34
467410.0,20060818.0,27.8,2.2,160.0,2.3,3.74
467410.0,20060819.0,27.7,2.8,200.0,19.5,13.5
467410.0,20060820.0,28.7,2.0,290.0,41.5,14.5
467410.0,20060821.0,29.4,1.8,20.0,39.2,15.72
467410.0,20060822.0,29.2,2.4,190.0,55.0,17.25
467410.0,20060823.0,29.0,2.3,150.0,1.6,7.41
467410.0,20060824.0,29.5,2.0,160.0,52.8,16.61
467410.0,20060825.0,29.7,2.5,160.0,63.1,17.62
467410.0,20060826.0,29.0,1.8,90.0,26.9,10.3
467410.0,20060827.0,28.7,2.0,100.0,32.5,13.69
467410.0,20060828.0,30.0,2.3,20.0,74.5,19.79
467410.0,20060829.0,30.1,2.2,190.0,74.7,19.69
467410.0,20060830.0,30.3,2.3,300.0,80.4,19.65
467410.0,20060831.0,29.7,2.2,270.0,41.5,13.79
467410.0,20060901.0,29.1,2.3,170.0,30.3,12.12
467410.0,20060902.0,29.4,2.5,130.0,64.0,17.77
467410.0,20060903.0,29.0,2.9,190.0,40.9,14.28
467410.0,20060904.0,29.3,2.9,260.0,73.1,19.15
467410.0,20060905.0,27.9,2.5,230.0,12.9,9.53
467410.0,20060906.0,27.4,1.9,130.0,14.5,7.16
467410.0,20060907.0,27.8,2.2,130.0,25.8,12.94
467410.0,20060908.0,28.0,2.2,100.0,46.9,15.19
467410.0,20060909.0,27.9,1.9,110.0,35.6,12.29
467410.0,20060910.0,27.5,1.8,40.0,17.0,7.64
467410.0,20060911.0,27.2,2.1,180.0,4.1,8.12
467410.0,20060912.0,28.6,1.7,280.0,56.2,16.13
467410.0,20060913.0,29.2,3.0,20.0,89.0,20.56
467410.0,20060914.0,28.5,2.6,20.0,31.1,12.15
467410.0,20060915.0,28.1,4.7,350.0,27.9,11.66
467410.0,20060916.0,28.3,5.6,350.0,42.7,13.23
467410.0,20060917.0,28.1,2.6,20.0,55.1,15.6
467410.0,20060918.0,27.6,3.4,10.0,86.5,19.41
467410.0,20060919.0,27.8,1.9,20.0,55.3,16.02
467410.0,20060920.0,27.5,2.0,310.0,0.0,7.56
467410.0,20060921.0,27.6,2.5,20.0,9.9,10.72
467410.0,20060922.0,28.1,2.1,360.0,78.9,17.45
467410.0,20060923.0,28.3,1.7,190.0,37.4,13.85
467410.0,20060924.0,28.1,2.2,10.0,19.2,11.59
467410.0,20060925.0,28.2,1.6,10.0,71.0,17.95
467410.0,20060926.0,27.8,1.6,260.0,68.6,16.21
467410.0,20060927.0,28.0,2.1,10.0,80.4,16.57
467410.0,20060928.0,28.1,1.9,10.0,83.1,16.01
467410.0,20060929.0,28.5,1.9,320.0,82.4,16.83
467410.0,20060930.0,29.0,1.7,320.0,43.0,13.06
467410.0,20061001.0,28.4,2.1,300.0,11.0,8.45
467410.0,20061002.0,28.8,2.6,10.0,53.3,14.55
467410.0,20061003.0,28.3,2.6,360.0,45.8,12.8
467410.0,20061004.0,26.7,4.2,60.0,67.9,16.5
467410.0,20061005.0,25.6,4.7,50.0,77.4,17.07
467410.0,20061006.0,26.3,2.7,70.0,65.6,15.31
467410.0,20061007.0,26.1,2.2,70.0,33.7,9.73
467410.0,20061008.0,26.6,1.9,330.0,53.9,13.61
467410.0,20061009.0,26.6,1.9,240.0,79.7,16.07
467410.0,20061010.0,27.6,1.5,290.0,80.7,15.8
467410.0,20061011.0,27.9,2.1,60.0,55.1,13.97
467410.0,20061012.0,27.8,1.9,260.0,80.2,15.92
467410.0,20061013.0,27.6,2.0,30.0,6.9,7.15
467410.0,20061014.0,27.5,2.3,60.0,41.5,11.65
467410.0,20061015.0,27.4,1.5,70.0,37.3,12.51
467410.0,20061016.0,27.5,2.0,280.0,66.0,14.26
467410.0,20061017.0,27.4,1.9,130.0,60.0,12.73
467410.0,20061018.0,27.4,1.6,330.0,75.8,14.77
467410.0,20061019.0,27.3,1.4,190.0,63.8,13.86
467410.0,20061020.0,27.7,2.0,50.0,68.2,14.07
467410.0,20061021.0,27.4,1.6,270.0,68.4,14.03
467410.0,20061022.0,27.6,2.1,330.0,25.5,8.94
467410.0,20061023.0,27.8,2.0,70.0,66.0,12.65
467410.0,20061024.0,27.5,2.6,40.0,27.3,10.08
467410.0,20061025.0,26.0,2.7,50.0,35.3,10.36
467410.0,20061026.0,27.1,1.8,70.0,65.4,12.91
467410.0,20061027.0,27.5,1.9,70.0,74.4,12.98
467410.0,20061028.0,27.2,2.0,320.0,71.9,12.29
467410.0,20061029.0,27.2,2.5,70.0,79.1,13.34
467410.0,20061030.0,26.4,2.8,60.0,26.7,9.25
467410.0,20061031.0,24.8,3.0,60.0,18.7,6.03
467410.0,20061101.0,23.4,4.2,70.0,1.8,3.43
467410.0,20061102.0,23.2,3.8,70.0,1.8,6.19
467410.0,20061103.0,23.3,3.6,30.0,15.2,9.1
467410.0,20061104.0,24.4,2.6,20.0,43.1,9.98
467410.0,20061105.0,25.7,2.0,40.0,54.0,11.31
467410.0,20061106.0,25.8,2.7,50.0,46.8,11.21
467410.0,20061107.0,24.4,2.7,70.0,58.6,11.96
467410.0,20061108.0,24.7,2.1,60.0,84.9,13.15
467410.0,20061109.0,24.9,2.3,50.0,82.3,12.48
467410.0,20061110.0,24.9,2.4,50.0,78.8,12.5
467410.0,20061111.0,24.8,3.5,30.0,60.8,11.3
467410.0,20061112.0,24.1,2.2,30.0,73.6,11.48
467410.0,20061113.0,24.7,2.0,20.0,18.2,8.07
467410.0,20061114.0,23.8,3.6,40.0,0.0,3.63
467410.0,20061115.0,22.8,3.7,40.0,24.6,9.87
467410.0,20061116.0,24.7,3.6,30.0,43.9,11.69
467410.0,20061117.0,25.7,2.3,30.0,85.1,12.58
467410.0,20061118.0,26.8,1.6,40.0,64.1,11.23
467410.0,20061119.0,26.5,3.4,30.0,62.4,10.79
467410.0,20061120.0,25.2,2.7,30.0,11.9,7.08
467410.0,20061121.0,25.7,1.9,20.0,65.3,12.38
467410.0,20061122.0,25.6,2.8,60.0,39.6,10.0
467410.0,20061123.0,25.2,3.4,20.0,66.4,11.91
467410.0,20061124.0,24.8,2.0,10.0,43.4,9.1
467410.0,20061125.0,25.0,2.4,20.0,85.0,11.98
467410.0,20061126.0,26.0,2.4,200.0,67.5,11.04
467410.0,20061127.0,25.5,2.6,360.0,88.8,12.41
467410.0,20061128.0,23.4,3.0,10.0,13.0,7.61
467410.0,20061129.0,24.0,3.5,10.0,78.8,11.6
467410.0,20061130.0,22.8,4.6,10.0,61.3,10.69
467410.0,20061201.0,22.1,4.5,10.0,77.1,11.74
467410.0,20061202.0,21.5,3.9,10.0,74.4,10.87
467410.0,20061203.0,19.8,3.5,10.0,3.7,2.98
467410.0,20061204.0,21.3,3.1,10.0,70.8,10.87
467410.0,20061205.0,22.2,4.2,10.0,82.0,12.01
467410.0,20061206.0,22.5,3.2,20.0,85.8,11.35
467410.0,20061207.0,23.6,2.3,20.0,80.2,11.17
467410.0,20061208.0,23.9,2.1,20.0,58.8,10.47
467410.0,20061209.0,22.6,3.5,30.0,59.8,10.51
467410.0,20061210.0,20.6,3.7,10.0,43.9,9.12
467410.0,20061211.0,21.5,2.9,20.0,47.7,9.12
467410.0,20061212.0,23.2,3.3,20.0,26.2,8.12
467410.0,20061213.0,23.8,2.7,10.0,0.9,6.31
467410.0,20061214.0,21.0,4.5,20.0,0.9,3.61
467410.0,20061215.0,20.0,4.4,30.0,0.9,2.82
467410.0,20061216.0,16.5,7.0,10.0,2.8,2.18
467410.0,20061217.0,15.5,5.7,10.0,44.0,8.35
467410.0,20061218.0,16.2,2.1,20.0,74.1,10.65
467410.0,20061219.0,18.6,2.8,10.0,46.8,10.11
467410.0,20061220.0,19.4,3.9,10.0,57.1,10.02
467410.0,20061221.0,18.9,4.8,10.0,27.2,7.82
467410.0,20061222.0,18.4,4.1,20.0,84.3,11.39
467410.0,20061223.0,19.4,1.6,20.0,88.0,11.45
467410.0,20061224.0,19.9,2.7,20.0,48.7,9.63
467410.0,20061225.0,18.3,5.3,10.0,82.4,11.58
467410.0,20061226.0,18.2,3.9,20.0,86.1,11.89
467410.0,20061227.0,19.1,3.5,20.0,82.4,11.36
